,ABN,Index_Link,Legal_Name,Town/Suburb,State,Status,Size,website,revenue,expenses,causes,lastreport,religious_ref,Number_of_Responsible_Persons,Registration_Date,Date_Organisation_Established
6213,15112778195,https://www.acnc.gov.au/charity/charities/14ba8c5e-38af-e811-a963-000d3ad244fd/profile,Angel Christian Television Australia Limited,Unavailable,Unavailable,Registered,Medium,,870838.0,673573.0,General community in Australia,29 Sep 2022,1.0,6.0,03/12/2012,01/01/2005
6214,41825973960,https://www.acnc.gov.au/charity/charities/7673e6ec-39af-e811-a961-000d3ad24182/profile,Port Sorell Surf Life Saving Club,Hawley Beach,TAS,Registered,Medium,http://www.portsorellslsc.org.au/,438063.0,86810.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; General community in Australia; People with disabilities; Youth - 15 to under 25,20 Sep 2021,0.0,6.0,03/12/2012,
6215,55050750546,https://www.acnc.gov.au/charity/charities/ab0ce970-38af-e811-a961-000d3ad24182/profile,The NSW Evergreen Taoist Church Ltd,Redfern,NSW,Registered,Medium,,540965.0,244984.0,General community in Australia,22 Sep 2021,1.0,3.0,03/12/2012,01/01/1991
6216,72548307519,https://www.acnc.gov.au/charity/charities/5349387a-39af-e811-a963-000d3ad24077/profile,Van Lang Housing Cooperative Ltd,Canley Vale,NSW,Registered,Medium,,540399.0,407960.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Females; Financially disadvantaged people; Males; People from a culturally and linguistically diverse background; People with disabilities; Unemployed persons; Veterans and/or their families,21 Oct 2022,0.0,2.0,03/12/2012,01/01/1994
6217,88759699668,https://www.acnc.gov.au/charity/charities/eac9f6c3-b01a-e911-a975-000d3ad05ad0/profile,Ark of the covenant Incorporated,St Mary,NSW,Registered,Medium,https://www.facebook.com/arkofthecovenantsyd,465979.0,91176.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Females; Males,21 Oct 2022,1.0,11.0,14/03/2014,14/03/2014
6218,72679932115,https://www.acnc.gov.au/charity/charities/7541a29b-39af-e811-a963-000d3ad244fd/profile,Brisbane Water (NSW) Legacy Club,Point Frederick,NSW,Registered,Medium,http://www.legacy.com.au/brisbanewater,1268628.0,1913870.0,Adults - aged 65 and over; Children - aged 6 to under 15; Families; Females; Financially disadvantaged people; Males; People at risk of homelessness/ people experiencing homelessness; People with disabilities; Veterans and/or their families; Youth - 15 to under 25,10 Oct 2022,0.0,10.0,03/12/2012,01/01/1951
6219,81598476924,https://www.acnc.gov.au/charity/charities/2d1c7ab2-39af-e811-a963-000d3ad24077/profile,St. Dominic's Priory,Unavailable,Unavailable,Registered,Medium,,643725.0,398367.0,"Migrants, refugees or asylum seekers; Youth - 15 to under 25",12 Oct 2022,1.0,4.0,03/12/2012,31/12/1882
6220,73504356907,https://www.acnc.gov.au/charity/charities/b33a26dd-2daf-e811-a963-000d3ad24077/profile,Loddon Campaspe Multicultural Services Inc.,Bendigo,VIC,Registered,Medium,http://www.lcms.org.au/,920790.0,1060657.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Females; Gay, lesbian, bisexual, transgender or intersex persons; General community in Australia; Males; Migrants, refugees or asylum seekers; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; Youth - 15 to under 25",6 Dec 2021,0.0,12.0,03/12/2012,01/01/1999
6221,72631083228,https://www.acnc.gov.au/charity/charities/a017fe88-831f-e911-a976-000d3ad06f2d/profile,Australian Chinese & Descendants Mutual Association Community Limited,Canley Vale,NSW,Registered,Medium,http://acdmaagedcare.com.au/,706372.0,605384.0,Adults - aged 25 to under 65; Families; Financially disadvantaged people; People from a culturally and linguistically diverse background,21 Oct 2022,0.0,13.0,18/01/2019,18/01/2019
6222,69121149755,https://www.acnc.gov.au/charity/charities/d38ff129-38af-e811-a963-000d3ad24077/profile,Symphony Services Australia Limited,Ultimo,NSW,Registered,Medium,http://www.symphonyinternational.net/,671856.0,580148.0,General community in Australia,9 Jun 2022,0.0,5.0,03/12/2012,09/08/2006
6223,49046157425,https://www.acnc.gov.au/charity/charities/1ebd8ce0-2daf-e811-a961-000d3ad24182/profile,The Trustee For Kubal Charitable Trust,Byron Bay,NSW,Registered,Medium,http://www.arakwal.com.au/,1319685.0,896541.0,Aboriginal and Torres Strait Islander people; Families,21 Oct 2022,0.0,2.0,03/12/2012,01/01/2008
6224,74265205378,https://www.acnc.gov.au/charity/charities/c97e4c64-38af-e811-a963-000d3ad24077/profile,Parkes Forbes Community Housing Inc,Unavailable,Unavailable,Registered,Medium,,638639.0,673505.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Animals; Children - aged 6 to under 15; Families; Females; Financially disadvantaged people; Males; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Pre/post release offenders and/or their families; Unemployed persons; Youth - 15 to under 25,14 Jan 2022,0.0,5.0,03/12/2012,
6225,80119131663,https://www.acnc.gov.au/charity/charities/e8949002-39af-e811-a961-000d3ad24182/profile,Supportlink Australia Limited,Unavailable,Unavailable,Registered,Medium,http://www.supportlink.com.au/,1406118.0,1394422.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; General community in Australia; Males; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Pre/post release offenders and/or their families; Unemployed persons; Veterans and/or their families; Victims of crime (including family violence); Victims of disaster; Youth - 15 to under 25,21 Oct 2022,0.0,6.0,03/12/2012,01/01/2006
6226,18949934199,https://www.acnc.gov.au/charity/charities/2458a069-3aaf-e811-a963-000d3ad24077/profile,Great Lakes Womens Shelter Inc,Unavailable,Unavailable,Registered,Medium,http://glws.org.au/,2692132.0,725009.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; People at risk of homelessness/ people experiencing homelessness; People in rural/regional/remote communities; Victims of crime (including family violence),21 Oct 2022,0.0,9.0,21/09/2015,01/09/2015
6227,34165571089,https://www.acnc.gov.au/charity/charities/8aacc3a1-38af-e811-a961-000d3ad24182/profile,Goolwa To Wellington Local Action Planning Association Incorporated,Strathalbyn,SA,Registered,Medium,http://www.gwlap.org.au/,1554301.0,1353355.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Animals; Children - aged 6 to under 15; Early childhood - aged under 6; Environment; Families; Females; General community in Australia; Males; People in rural/regional/remote communities; Youth - 15 to under 25,21 Oct 2022,0.0,14.0,03/12/2012,01/01/1998
6228,87964812325,https://www.acnc.gov.au/charity/charities/789f5fbf-38af-e811-a95e-000d3ad24c60/profile,Maryborough Childcare Centre Inc.,Unavailable,Unavailable,Registered,Medium,,1684376.0,1684700.0,Early childhood - aged under 6,21 Oct 2022,0.0,4.0,03/12/2012,01/01/1985
6229,76807320659,https://www.acnc.gov.au/charity/charities/c063dc73-39af-e811-a963-000d3ad24077/profile,Italian Home Delivered Meals And Services Incorporated,Unavailable,Unavailable,Registered,Medium,http://www.nonnascucina.com.au/,2197934.0,1728261.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Females; General community in Australia; Males; Other charities; People from a culturally and linguistically diverse background; People with chronic illness (including terminal illness); People with disabilities,17 Oct 2022,0.0,8.0,03/12/2012,01/01/2000
6230,57923980975,https://www.acnc.gov.au/charity/charities/68db0355-39af-e811-a963-000d3ad24077/profile,Cloverdale Community Centre Inc,Corio,VIC,Registered,Medium,http://www.cloverdalecommunitycentre.org.au/,521039.0,514785.0,General community in Australia,8 Dec 2021,0.0,2.0,03/12/2012,01/01/1994
6231,26706873307,https://www.acnc.gov.au/charity/charities/aeafe623-38af-e811-a963-000d3ad24077/profile,St Philips Anglican Church Kingswood,Kingswood,NSW,Registered,Medium,https://kingswoodanglican.org/,326268.0,318313.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; General community in Australia; Males; Youth - 15 to under 25,18 Jul 2022,1.0,7.0,03/12/2012,31/12/1897
6232,17165086395,https://www.acnc.gov.au/charity/charities/6f1fa2f9-39af-e811-a962-000d3ad24a0d/profile,Australian Centre for Rural Entrepreneurship Limited,Beechworth,VIC,Registered,Medium,http://www.acre.org.au/,953900.0,1290092.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Families; Females; General community in Australia; Males; People in rural/regional/remote communities; Youth - 15 to under 25,23 Feb 2022,0.0,6.0,11/09/2013,31/07/2013
6233,21334613263,https://www.acnc.gov.au/charity/charities/ff6e8058-38af-e811-a963-000d3ad244fd/profile,COUNTERPOINT COMMUNITY SERVICES INCORPORATED,Waterloo,NSW,Registered,Medium,http://counterpointcs.org.au/,1224055.0,1165122.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; General community in Australia; Males; Other; Other charities; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People with chronic illness (including terminal illness); People with disabilities; Pre/post release offenders and/or their families; Unemployed persons; Victims of crime (including family violence); Victims of disaster,23 Oct 2022,0.0,9.0,03/12/2012,01/01/1977
6234,52124283585,https://www.acnc.gov.au/charity/charities/56f6872a-39af-e811-a962-000d3ad24a0d/profile,Native Animal Education Sanctuary Limited,Yellow Pinch,NSW,Registered,Medium,http://www.potoroopalace.com/,786440.0,794948.0,Aboriginal and Torres Strait Islander people; Animals; Environment; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with disabilities; Pre/post release offenders and/or their families; Unemployed persons,23 Oct 2022,0.0,7.0,03/12/2012,01/01/2007
6235,51037328272,https://www.acnc.gov.au/charity/charities/4c7b14c6-38af-e811-a961-000d3ad24182/profile,Mackay Family Care & Community Support Incoc,Mackay,QLD,Registered,Medium,,1660233.0,1739600.0,Adults - aged 25 to under 65; People with disabilities,25 Oct 2022,0.0,6.0,03/12/2012,01/01/1983
6236,91391798869,https://www.acnc.gov.au/charity/charities/3bc8b490-38af-e811-a963-000d3ad244fd/profile,Evans Head-Casino SLSC Incorporated,Evans Head,NSW,Registered,Medium,https://www.surflifesaving.com.au/clubs/evans-head-casino,301414.0,137573.0,Adults - aged 25 to under 65; Children - aged 6 to under 15; Families; Females; Males; Youth - 15 to under 25,25 Oct 2022,0.0,8.0,03/12/2012,01/01/1922
6237,80638450236,https://www.acnc.gov.au/charity/charities/f9d95250-9c95-ea11-a811-000d3ad1fbf8/profile,BYRON BAY WILDLIFE HOSPITAL LIMITED,Bangalow,NSW,Registered,Medium,http://www.byronbaywildlifehospital.org/,1303883.0,1201585.0,Animals; Environment; People in rural/regional/remote communities,25 Oct 2022,0.0,9.0,31/01/2020,14/01/2020
6238,65618157811,https://www.acnc.gov.au/charity/charities/7e68aea1-38af-e811-a963-000d3ad24077/profile,Calvary Chapel - United Pentecostal Church Ltd,Chifley,ACT,Registered,Medium,http://www.calvarychapel.com.au/,1192952.0,975515.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Financially disadvantaged people; General community in Australia; People at risk of homelessness/ people experiencing homelessness; Unemployed persons; Youth - 15 to under 25,18 Oct 2022,1.0,8.0,03/12/2012,01/01/1980
6239,49638020354,https://www.acnc.gov.au/charity/charities/e473ac1a-014e-ea11-a813-000d3ad1fbf8/profile,VICTORIAN STUDENT REPRESENTATIVE COUNCIL LTD,North Melbourne,VIC,Registered,Medium,https://www.vicsrc.org.au/,824537.0,737167.0,Aboriginal and Torres Strait Islander people; Females; Financially disadvantaged people; Males; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Victims of disaster; Youth - 15 to under 25,25 Oct 2021,0.0,7.0,12/12/2019,12/12/2019
6240,47638095324,https://www.acnc.gov.au/charity/charities/1eaadc13-0323-ea11-a812-000d3ad1fbf8/profile,STATES OF CHANGE LEARNING LTD,Melbourne,VIC,Registered,Medium,http://www.states-of-change.org/,349961.0,470905.0,Adults - aged 25 to under 65; Other,30 Jan 2022,0.0,5.0,17/12/2019,17/12/2019
6241,72620231647,https://www.acnc.gov.au/charity/charities/5d24c361-3aaf-e811-a95e-000d3ad24c60/profile,Living Grace Church,North Toowoomba,QLD,Registered,Medium,https://www.livinggracechurch.org.au/,431856.0,368700.0,General community in Australia,31 May 2022,1.0,8.0,27/09/2015,14/03/2002
6242,86898416151,https://www.acnc.gov.au/charity/charities/c2107d58-38af-e811-a960-000d3ad24282/profile,Reverse Garbage Queensland Co-Op Ltd,Woolloongabba,QLD,Registered,Medium,http://www.reversegarbageqld.com.au/,849402.0,701038.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Environment; Families; Females; Financially disadvantaged people; Gay, lesbian, bisexual, transgender or intersex persons; Males; Migrants, refugees or asylum seekers; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with disabilities; Unemployed persons; Youth - 15 to under 25",31 Jan 2022,0.0,3.0,03/12/2012,01/01/1998
6243,19432577078,https://www.acnc.gov.au/charity/charities/db11583b-3aaf-e811-a960-000d3ad24282/profile,STAN AND MAUREEN DUKE FOUNDATION,Unavailable,Unavailable,Registered,Medium,,881855.0,939134.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Males; Other charities; People at risk of homelessness/ people experiencing homelessness; Victims of crime (including family violence); Victims of disaster; Youth - 15 to under 25,26 Oct 2022,0.0,2.0,01/01/2014,01/01/2006
6244,59601767293,https://www.acnc.gov.au/charity/charities/ebf2d255-3aaf-e811-a95e-000d3ad24c60/profile,Compelled By Love Limited,Dandenong South,VIC,Registered,Medium,http://www.compelledbylove.org.au/,288044.0,188935.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Families; Financially disadvantaged people; Overseas communities or charities; People at risk of homelessness/ people experiencing homelessness; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Victims of crime (including family violence); Youth - 15 to under 25,17 Sep 2021,0.0,9.0,05/02/2015,22/09/2014
6245,19346712348,https://www.acnc.gov.au/charity/charities/b9b8a898-39af-e811-a963-000d3ad24077/profile,Through Road Child Care Assoc Inc,Camberwell,Unavailable,Registered,Medium,http://www.throughroad.org.au/,1423914.0,1408379.0,Early childhood - aged under 6,26 Oct 2022,0.0,5.0,03/12/2012,01/01/1986
6246,93411448690,https://www.acnc.gov.au/charity/charities/7feb2786-39af-e811-a963-000d3ad24077/profile,Alexandra Community Hub,Alexandra,VIC,Registered,Medium,http://www.alexhub.com.au/,376501.0,342941.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Females; Financially disadvantaged people; Males; People in rural/regional/remote communities; People with disabilities; Unemployed persons; Youth - 15 to under 25,5 Apr 2022,0.0,7.0,03/12/2012,01/01/1983
