,ABN,Index_Link,Legal_Name,Town/Suburb,State,Status,Size,website,revenue,expenses,causes,lastreport,religious_ref,Number_of_Responsible_Persons,Registration_Date,Date_Organisation_Established
1475,25876911996,https://www.acnc.gov.au/charity/charities/ae6d6e09-2caf-e811-a961-000d3ad24182/profile,Lupus Association Of NSW Inc,North Ryde,NSW,Registered,Medium,https://lupusnsw.org.au/,,,,,0.0,7.0,03/12/2012,01/01/1979
1476,25902508293,https://www.acnc.gov.au/charity/charities/216d6e09-2caf-e811-a961-000d3ad24182/profile,St Lukes Anglican Church Of Australia Northmead,Northmead,NSW,Registered,Medium,http://www.nac.asn.au/,0.0,0.0,General community in Australia,9 Apr 2021,1.0,4.0,03/12/2012,31/12/1883
1477,26260371498,https://www.acnc.gov.au/charity/charities/b5c8b315-2caf-e811-a961-000d3ad24182/profile,Shenpen Incorporated,Hallett Cove,SA,Registered,Medium,http://www.shenpenaustralia.org/,738682.0,584242.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Families; Females; Gay, lesbian, bisexual, transgender or intersex persons; General community in Australia; Males; Migrants, refugees or asylum seekers; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; Youth - 15 to under 25",3 May 2022,0.0,5.0,03/12/2012,01/01/2006
1478,93951300498,https://www.acnc.gov.au/charity/charities/18cfb315-2caf-e811-a961-000d3ad24182/profile,The Trustee For The Stuart Leslie Foundation,East Melbourne,VIC,Registered,Medium,,,,,,0.0,5.0,03/12/2012,01/01/2010
1479,94002660120,https://www.acnc.gov.au/charity/charities/fe178dd4-2daf-e811-a961-000d3ad24182/profile,Shoalhaven Womens Resource Group Ltd,Unavailable,Unavailable,Registered,Medium,http://www.swrg.org.au/,513942.0,601389.0,Aboriginal and Torres Strait Islander people; Females; People at risk of homelessness/ people experiencing homelessness; Pre/post release offenders and/or their families,25 Nov 2021,0.0,8.0,03/12/2012,01/01/1982
1480,13557285014,https://www.acnc.gov.au/charity/charities/2342b10f-2caf-e811-a961-000d3ad24182/profile,Bilgola Plateau Public School P&C Association,Bilgola Plateau,NSW,Registered,Medium,http://www.bilgolapandc.com.au/,737233.0,693600.0,Children - aged 6 to under 15; Families; Other,9 May 2022,0.0,2.0,03/12/2012,01/01/2000
1481,26003072147,https://www.acnc.gov.au/charity/charities/94716e09-2caf-e811-a961-000d3ad24182/profile,The Corporation Of The Synod Of The Diocese Of Brisbane,Brisbane City,QLD,Registered,Medium,,,,,,0.0,24.0,03/12/2012,31/12/1894
1482,86133831197,https://www.acnc.gov.au/charity/charities/b23bb10f-2caf-e811-a961-000d3ad24182/profile,The Green Institute Limited,Canberra,ACT,Registered,Medium,http://www.greeninstitute.org.au/,300728.0,397790.0,Environment; Females,20 Sep 2021,0.0,11.0,03/12/2012,01/01/2008
1483,68462173192,https://www.acnc.gov.au/charity/charities/8742b10f-2caf-e811-a961-000d3ad24182/profile,Lucas Heights Before & After School Care Centre,Menai Central,NSW,Registered,Medium,,274528.0,318986.0,Children - aged 6 to under 15; Other,20 Jul 2022,0.0,5.0,03/12/2012,01/01/1994
1484,26909421858,https://www.acnc.gov.au/charity/charities/6be90f21-38af-e811-a961-000d3ad24182/profile,New Theatre (Sydney) Incorporated,Newtown,NSW,Registered,Medium,http://newtheatre.org.au/,,,,,0.0,4.0,03/12/2012,01/01/1932
1485,82440775387,https://www.acnc.gov.au/charity/charities/46a3171b-38af-e811-a961-000d3ad24182/profile,Newborn Intensive Care Foundation,Garran,ACT,Registered,Medium,http://www.newborn.ord.au/,277521.0,131664.0,Early childhood - aged under 6,16 Dec 2021,0.0,5.0,03/12/2012,01/01/1995
1486,98126014951,https://www.acnc.gov.au/charity/charities/cfe70f21-38af-e811-a961-000d3ad24182/profile,St Leo The Great Church Altona North,Altona North,VIC,Registered,Medium,http://pol.org.au/altonanorth,0.0,0.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; Gay, lesbian, bisexual, transgender or intersex persons; Males; Migrants, refugees or asylum seekers; Other charities; Overseas communities or charities; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Pre/post release offenders and/or their families; Unemployed persons; Veterans and/or their families; Victims of crime (including family violence); Victims of disaster; Youth - 15 to under 25",15 Jun 2022,1.0,8.0,03/12/2012,01/01/1965
1487,78149243863,https://www.acnc.gov.au/charity/charities/0de10f21-38af-e811-a961-000d3ad24182/profile,Ym Consulting Pty Ltd,Perth,WA,Registered,Medium,http://www.ngurrabarna.org.au/,,,,,0.0,4.0,03/12/2012,01/01/2011
1488,26906705685,https://www.acnc.gov.au/charity/charities/e6e60f21-38af-e811-a961-000d3ad24182/profile,Lawson Community Pre-School Association Incorporated.,Lawson,NSW,Registered,Medium,,549519.0,457175.0,Early childhood - aged under 6,23 Jun 2022,0.0,3.0,03/12/2012,01/01/1977
1489,44082935177,https://www.acnc.gov.au/charity/charities/e5540827-38af-e811-a961-000d3ad24182/profile,Palm Grove Pre School Centreincorporated,Kilsyth,VIC,Registered,Medium,http://www.palmgrovekinder.com/,316092.0,223237.0,Early childhood - aged under 6,15 Nov 2021,0.0,2.0,03/12/2012,01/01/1946
1490,26744615743,https://www.acnc.gov.au/charity/charities/73e40f21-38af-e811-a961-000d3ad24182/profile,Wilson Inlet Catchment Committee Inc,Mount Barker,WA,Registered,Medium,http://wicc.org.au/,,,,,0.0,6.0,03/12/2012,01/01/1995
1491,98124430672,https://www.acnc.gov.au/charity/charities/39e70f21-38af-e811-a961-000d3ad24182/profile,Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For St Clare Of Assisi Primary School Conder Out Of School Hours Care,Forrest,ACT,Registered,Medium,,764667.0,625975.0,Children - aged 6 to under 15; Early childhood - aged under 6,30 Jun 2022,1.0,2.0,03/12/2012,
1492,26670266124,https://www.acnc.gov.au/charity/charities/f3e50f21-38af-e811-a961-000d3ad24182/profile,Samoan Assembly Of God - Campbelltown,Campbelltown,NSW,Registered,Medium,,431817.0,241233.0,Families; General community in Australia,8 Dec 2020,1.0,3.0,03/12/2012,01/01/2000
1493,44288226173,https://www.acnc.gov.au/charity/charities/92520827-38af-e811-a961-000d3ad24182/profile,Kyogle Family Support Service Inc,Kyogle,NSW,Registered,Medium,http://www.kyoglefamilysupportservices.org/,,,,,0.0,3.0,03/12/2012,01/01/1998
1494,78155822683,https://www.acnc.gov.au/charity/charities/67e10f21-38af-e811-a961-000d3ad24182/profile,Central Highlands (Qld) Housing Company Limited,Emerald,QLD,Registered,Medium,,504891.0,127614.0,Financially disadvantaged people,15 Apr 2021,0.0,2.0,03/12/2012,01/01/2012
1495,14634097750,https://www.acnc.gov.au/charity/charities/3319362d-38af-e811-a961-000d3ad24182/profile,Alamein Neighbourhood And Learning Centre Inc,Ashburton,VIC,Registered,Medium,http://www.alameinnlc.com.au/,453050.0,469341.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Families; Females; Financially disadvantaged people; Males; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People with chronic illness (including terminal illness); People with disabilities; Pre/post release offenders and/or their families; Unemployed persons; Veterans and/or their families; Victims of crime (including family violence); Victims of disaster; Youth - 15 to under 25,17 Jun 2022,0.0,10.0,03/12/2012,01/01/1976
1496,20939728937,https://www.acnc.gov.au/charity/charities/3614362d-38af-e811-a961-000d3ad24182/profile,Christian Reformed Church Of Casey Inc,Narre Warren South,VIC,Registered,Medium,https://www.caseycrc.org.au/,,,,,1.0,16.0,03/12/2012,01/01/1968
1497,14672404146,https://www.acnc.gov.au/charity/charities/b119362d-38af-e811-a961-000d3ad24182/profile,Shnei-Ohr Chabad Learning Centre Inc.,Caulfield North,VIC,Registered,Medium,http://www.chabadso.org.au/,267748.0,185441.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Males; Youth - 15 to under 25,29 Jul 2022,1.0,6.0,03/12/2012,01/01/2009
1498,98085317365,https://www.acnc.gov.au/charity/charities/09e80f21-38af-e811-a961-000d3ad24182/profile,Wheels Towards Independence Inc,Mt Pritchard,NSW,Registered,Medium,,263671.0,234571.0,Children - aged 6 to under 15,29 Jun 2022,0.0,4.0,03/12/2012,01/01/2000
1499,86710277298,https://www.acnc.gov.au/charity/charities/2ada2c33-38af-e811-a961-000d3ad24182/profile,Italian Australian Foundation Incorporated,Carlton,VIC,Registered,Medium,,,,,,0.0,10.0,03/12/2012,01/01/1993
1500,74882723939,https://www.acnc.gov.au/charity/charities/c28fa49c-38af-e811-a963-000d3ad244fd/profile,St Michaels Catholic Church Ashburton,Ashburton,VIC,Registered,Medium,https://sites.google.com/view/st-michaels-parish-ashburton,0.0,0.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; Gay, lesbian, bisexual, transgender or intersex persons; Males; Migrants, refugees or asylum seekers; Other charities; Overseas communities or charities; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Pre/post release offenders and/or their families; Unemployed persons; Veterans and/or their families; Victims of crime (including family violence); Victims of disaster; Youth - 15 to under 25",15 Jun 2022,1.0,6.0,03/12/2012,01/01/1946
1501,40048911789,https://www.acnc.gov.au/charity/charities/3d90a49c-38af-e811-a963-000d3ad244fd/profile,The Trustee For Greengib Foundation,Cottesloe,WA,Registered,Medium,,315091.0,132332.0,General community in Australia,25 Jan 2022,0.0,4.0,03/12/2012,01/01/2007
1502,95508371609,https://www.acnc.gov.au/charity/charities/56447baf-38af-e811-a963-000d3ad244fd/profile,The Trustee For Brisbane Powerhouse Foundation,New Farm,QLD,Registered,Medium,https://brisbanepowerhouse.org/,798440.0,786711.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; General community in Australia,29 Nov 2021,0.0,10.0,03/12/2012,01/01/2008
1503,95449739969,https://www.acnc.gov.au/charity/charities/c9447baf-38af-e811-a963-000d3ad244fd/profile,The Corporation Of The Synod Of The Diocese Of Brisbane,Brisbane City,QLD,Registered,Medium,,0.0,0.0,General community in Australia,27 May 2022,1.0,22.0,03/12/2012,31/12/1894
1504,34604980241,https://www.acnc.gov.au/charity/charities/01377cb5-38af-e811-a963-000d3ad244fd/profile,Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For Holy Family Primary School Gowrie Care Out Of School Hours,Forrest,ACT,Registered,Medium,,493941.0,440300.0,Children - aged 6 to under 15; Early childhood - aged under 6,30 Jun 2022,1.0,2.0,03/12/2012,01/01/1999
1505,16402751051,https://www.acnc.gov.au/charity/charities/d0347cb5-38af-e811-a963-000d3ad244fd/profile,Whitehill Church Of Christ,Raceview,QLD,Registered,Medium,http://whitehill.church/,0.0,0.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; General community in Australia; Males; Overseas communities or charities; People with chronic illness (including terminal illness); People with disabilities; Unemployed persons; Victims of disaster; Youth - 15 to under 25,11 May 2022,1.0,9.0,03/12/2012,01/01/1964
1506,55768913767,https://www.acnc.gov.au/charity/charities/1f3efba2-38af-e811-a963-000d3ad244fd/profile,Sridurgadevi Devasthanam,Auburn,NSW,Registered,Medium,http://www.sydneydurgatemple.org/,913313.0,837192.0,Adults - aged 65 and over; Children - aged 6 to under 15; Families; Youth - 15 to under 25,1 Jun 2022,1.0,2.0,03/12/2012,01/01/2002
1507,34453707832,https://www.acnc.gov.au/charity/charities/06387cb5-38af-e811-a963-000d3ad244fd/profile,Boonah And District Family Care Association Inc,Boonah,QLD,Registered,Medium,,702542.0,675648.0,,,0.0,5.0,03/12/2012,01/01/1991
1508,40509711054,https://www.acnc.gov.au/charity/charities/004d7baf-38af-e811-a963-000d3ad244fd/profile,The Trustee For The Edith Kemp Memorial Trust Fund,Melbourne,VIC,Registered,Medium,,454059.0,302126.0,Other charities,30 Jan 2022,0.0,9.0,03/12/2012,01/01/2005
1509,53390033434,https://www.acnc.gov.au/charity/charities/a31799a1-39af-e811-a960-000d3ad24282/profile,Flinders University Sport and Fitness Inc,Bedford Park,SA,Registered,Medium,https://www.onesportandfitness.com.au/,995888.0,917846.0,Adults - aged 25 to under 65; Youth - 15 to under 25,11 Mar 2022,0.0,3.0,03/12/2012,01/01/2006
1510,37901753201,https://www.acnc.gov.au/charity/charities/1d7e43db-39af-e811-a960-000d3ad24282/profile,The Roman Catholic Bishop Of Bunbury Mandurah Parish,Mandurah,WA,Registered,Medium,,0.0,0.0,General community in Australia,26 Jan 2022,1.0,2.0,03/12/2012,01/01/1954
1511,43115668563,https://www.acnc.gov.au/charity/charities/70aca29b-39af-e811-a960-000d3ad24282/profile,Willoughby Public School P&C Assn,Unavailable,Unavailable,Registered,Medium,,380020.0,441792.0,Children - aged 6 to under 15,8 Jul 2022,0.0,3.0,03/12/2012,01/01/1958
1512,93747146775,https://www.acnc.gov.au/charity/charities/8f88c3d4-39af-e811-a960-000d3ad24282/profile,Eastern Education Trust,Cunderdin,WA,Registered,Medium,,278819.0,262050.0,All ages; Females; General community in Australia; Males; People with chronic illness (including terminal illness); People with disabilities; Unemployed persons,18 Dec 2014,0.0,11.0,03/12/2012,01/01/1995
1513,68319936792,https://www.acnc.gov.au/charity/charities/8e88c3d4-39af-e811-a960-000d3ad24282/profile,Meals On Wheels Auburn Incorporated,Auburn,NSW,Registered,Medium,,521893.0,496817.0,Adults - aged 65 and over; People with disabilities,24 Jan 2022,0.0,7.0,03/12/2012,01/01/1965
1514,26255219715,https://www.acnc.gov.au/charity/charities/ca2c9fed-39af-e811-a960-000d3ad24282/profile,Realartworks Incorporated,South Lismore,NSW,Registered,Medium,http://www.realartworks.org/,435554.0,344837.0,Adults - aged 25 to under 65; Females; Males; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Unemployed persons; Victims of disaster,19 Jul 2022,0.0,4.0,03/12/2012,
1515,48720894284,https://www.acnc.gov.au/charity/charities/a70206f4-39af-e811-a960-000d3ad24282/profile,The Melbourne Athenaeum Incorporated,Melbourne,VIC,Registered,Medium,http://www.melbourneathenaeum.org.au/,437732.0,522723.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Families,15 May 2022,0.0,13.0,03/12/2012,08/07/1991
1516,97580627323,https://www.acnc.gov.au/charity/charities/968443db-39af-e811-a960-000d3ad24282/profile,Sisters Housing Enterprises Inc,Unavailable,Unavailable,Registered,Medium,http://www.sistershousing.org.au/,883520.0,756330.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Females; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities,30 Nov 2021,0.0,11.0,03/12/2012,01/01/1994
1517,22000669787,https://www.acnc.gov.au/charity/charities/3ff805f4-39af-e811-a960-000d3ad24282/profile,St Ives Preschool Kindergarten Association,St Ives,NSW,Registered,Medium,http://stivespreschool.org.au/,939086.0,929598.0,Early childhood - aged under 6,7 Jun 2022,0.0,6.0,03/12/2012,01/02/1962
1518,99384117546,https://www.acnc.gov.au/charity/charities/3c379fed-39af-e811-a960-000d3ad24282/profile,Shoalhaven Youth Accommodation,Nowra,NSW,Registered,Medium,http://www.shoalhavenhomelesshub.com.au/,375324.0,383623.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Females; Financially disadvantaged people; Gay, lesbian, bisexual, transgender or intersex persons; General community in Australia; Males; Migrants, refugees or asylum seekers; Other: Domestic Violence; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People with disabilities; Pre/post release offenders and/or their families; Youth - 15 to under 25",3 Oct 2019,0.0,1.0,03/12/2012,
1519,89955684050,https://www.acnc.gov.au/charity/charities/fefc05f4-39af-e811-a960-000d3ad24282/profile,MEALS ON WHEELS NARRANDERA BRANCH INC,Narrandera,NSW,Registered,Medium,,572275.0,452418.0,Aboriginal and Torres Strait Islander people; Adults - aged 65 and over; Females; General community in Australia; Males; People with disabilities,4 Feb 2022,0.0,5.0,03/12/2012,07/01/1992
1520,78575606744,https://www.acnc.gov.au/charity/charities/384a0a08-3aaf-e811-a960-000d3ad24282/profile,Emmanuel Karen Baptist Church of Western Australia Inc,Girrawheen,WA,Registered,Medium,,309480.0,97244.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Families; Youth - 15 to under 25,30 Nov 2021,1.0,20.0,03/12/2012,
1521,41124679075,https://www.acnc.gov.au/charity/charities/329bfdf9-39af-e811-a960-000d3ad24282/profile,Albury Wodonga Sikh Organisation Inc,Unavailable,Unavailable,Registered,Medium,,356432.0,24517.0,Families; Financially disadvantaged people; General community in Australia; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities,19 Nov 2021,1.0,9.0,08/10/2013,26/09/2013
1522,67972713056,https://www.acnc.gov.au/charity/charities/a8c8868f-39af-e811-a960-000d3ad24282/profile,Tumby Bay Hospital & Uringa Auxiliary Inc,Tumby Bay,SA,Registered,Medium,,576229.0,6099.0,Families; Females; General community in Australia; Males,30 Jun 2022,0.0,4.0,03/12/2012,01/01/1948
1523,81338682837,https://www.acnc.gov.au/charity/charities/22c7868f-39af-e811-a960-000d3ad24282/profile,Chabad On Carlisle (FREE) Incorporated,Unavailable,Unavailable,Registered,Medium,http://www.chabadoncarlisle.com.au/,366638.0,376275.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Males; Youth - 15 to under 25,6 Dec 2021,0.0,4.0,03/12/2012,01/01/1980
1524,93760791549,https://www.acnc.gov.au/charity/charities/a68ac3d4-39af-e811-a960-000d3ad24282/profile,St Marks Catholic Church Dingley,Springvale,VIC,Registered,Medium,https://stjosephspringvale.com/,0.0,0.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; Gay, lesbian, bisexual, transgender or intersex persons; Males; Migrants, refugees or asylum seekers; Other charities; Overseas communities or charities; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Pre/post release offenders and/or their families; Unemployed persons; Veterans and/or their families; Victims of crime (including family violence); Victims of disaster; Youth - 15 to under 25",15 Jun 2022,1.0,4.0,03/12/2012,01/01/1970
1525,37640232124,https://www.acnc.gov.au/charity/charities/8090c3d4-39af-e811-a960-000d3ad24282/profile,Burwood RSL sub-Branch (RSL NSW),Unavailable,Unavailable,Registered,Medium,,333024.0,71145.0,Veterans and/or their families,22 Jul 2022,0.0,10.0,03/12/2012,01/01/1919
1526,53258648728,https://www.acnc.gov.au/charity/charities/5a1399a1-39af-e811-a960-000d3ad24282/profile,Catholic Parish Of St Joseph Edgecliff,Edgecliff,NSW,Registered,Medium,,0.0,0.0,General community in Australia,27 Jan 2022,1.0,4.0,03/12/2012,31/12/1873
1527,46319577151,https://www.acnc.gov.au/charity/charities/43f605f4-39af-e811-a960-000d3ad24282/profile,Coast and Vines Church Incorporated,Willunga,SA,Registered,Medium,http://www.coastandvineschurch.org.au/,264638.0,245305.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Financially disadvantaged people; People with disabilities; Unemployed persons,25 Jan 2022,1.0,4.0,03/12/2012,
1528,80986531989,https://www.acnc.gov.au/charity/charities/ccb14fe1-39af-e811-a960-000d3ad24282/profile,Wildcare Incorporated,Hobart,TAS,Registered,Medium,https://wildcaretas.org.au/,625563.0,921772.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Animals; Environment; General community in Australia,12 Apr 2022,0.0,19.0,03/12/2012,22/04/2005
1529,97587962424,https://www.acnc.gov.au/charity/charities/288543db-39af-e811-a960-000d3ad24282/profile,Melton South Community Centre Inc,Melton South,VIC,Registered,Medium,http://www.meltonsouth.org.au/,345465.0,320136.0,Aboriginal and Torres Strait Islander people; Families; Females; Financially disadvantaged people; Males; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People with disabilities; Unemployed persons,16 Nov 2021,0.0,3.0,03/12/2012,01/01/1986
1530,81131975918,https://www.acnc.gov.au/charity/charities/a4f605f4-39af-e811-a960-000d3ad24282/profile,Wonderland Learning Centres Pty Ltd,Duncraig,WA,Registered,Medium,,788963.0,850006.0,Aboriginal and Torres Strait Islander people; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Financially disadvantaged people; People from a culturally and linguistically diverse background; People with disabilities; Unemployed persons,29 Mar 2022,0.0,1.0,03/12/2012,01/07/2008
1531,27166947842,https://www.acnc.gov.au/charity/charities/1aa65e00-3aaf-e811-a960-000d3ad24282/profile,Harvest Community Ltd,Emerald,QLD,Registered,Medium,http://www.emeraldoshc.com.au/,929743.0,835680.0,Children - aged 6 to under 15; Families,21 Dec 2021,0.0,3.0,26/11/2013,26/11/2013
1532,19164178330,https://www.acnc.gov.au/charity/charities/3b99fdf9-39af-e811-a960-000d3ad24282/profile,SRI KRISHNA BRUNDAVANA LTD,Unavailable,Unavailable,Registered,Medium,http://www.svkb.org.au/,486705.0,231709.0,Families; People from a culturally and linguistically diverse background,31 Jan 2022,1.0,7.0,07/06/2013,07/06/2013
1533,18129342795,https://www.acnc.gov.au/charity/charities/fb349fed-39af-e811-a960-000d3ad24282/profile,Casuarina Baptist Church,Casuarina,NT,Registered,Medium,http://casbap.org.au/,275267.0,262406.0,Children - aged 6 to under 15; Females; Financially disadvantaged people; General community in Australia,15 Jun 2022,1.0,7.0,03/12/2012,
1534,33615322430,https://www.acnc.gov.au/charity/charities/89a6fdf9-39af-e811-a960-000d3ad24282/profile,Sri Avinash Do Mission Incorporated,Uki,NSW,Registered,Medium,http://www.sriavinash.org/,331765.0,223633.0,General community in Australia; Overseas communities or charities,20 Jan 2022,0.0,6.0,29/01/2013,09/01/2013
1535,19123201196,https://www.acnc.gov.au/charity/charities/7118aa95-39af-e811-a960-000d3ad24282/profile,Revive International Limited,Petersham,NSW,Registered,Medium,http://revive.online/,866954.0,580153.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; General community in Australia; Males; People from a culturally and linguistically diverse background; People with chronic illness (including terminal illness); People with disabilities; Unemployed persons; Youth - 15 to under 25,16 Jun 2022,1.0,6.0,03/12/2012,01/01/2006
1536,37570119215,https://www.acnc.gov.au/charity/charities/a916aa95-39af-e811-a960-000d3ad24282/profile,Safe Farms WA Inc,Kensington,WA,Registered,Medium,http://www.safefarms.net.au/,389278.0,321803.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Animals; Environment; Families; General community in Australia; Other charities; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; Unemployed persons; Youth - 15 to under 25,23 Feb 2022,0.0,3.0,03/12/2012,01/01/1994
1537,12983827488,https://www.acnc.gov.au/charity/charities/1fb3a29b-39af-e811-a960-000d3ad24282/profile,Melbourne Glory Church Inc,Balwyn,VIC,Registered,Medium,http://www.mgc.org.au/,312123.0,386333.0,General community in Australia,23 Jan 2022,1.0,4.0,03/12/2012,01/01/1996
1538,81309509369,https://www.acnc.gov.au/charity/charities/fec5868f-39af-e811-a960-000d3ad24282/profile,Devonport Church Of Christ Inc,Devonport,TAS,Registered,Medium,http://www.devonportcoc.com.au/,659492.0,418184.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Youth - 15 to under 25,7 Feb 2022,1.0,9.0,03/12/2012,01/01/1979
1539,43116980439,https://www.acnc.gov.au/charity/charities/00ada29b-39af-e811-a960-000d3ad24282/profile,First Church Of Christ Scientist Adelaide,Adelaide,SA,Registered,Medium,http://christianscienceadelaide.feedsynews.com/,404081.0,762885.0,General community in Australia,30 Jan 2022,1.0,9.0,03/12/2012,01/01/1919
1540,53311885843,https://www.acnc.gov.au/charity/charities/1f1999a1-39af-e811-a960-000d3ad24282/profile,Polish Association In Hobart Inc.,New Town,TAS,Registered,Medium,http://www.polishassociationhobart.org.au/,640014.0,550444.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Females; Males; People from a culturally and linguistically diverse background; Youth - 15 to under 25,21 Jan 2022,0.0,5.0,03/12/2012,01/01/1993
1541,13001269757,https://www.acnc.gov.au/charity/charities/c9b3a29b-39af-e811-a960-000d3ad24282/profile,Bushikori Christian Centre - Orphan Support Aus Inc,Highton,VIC,Registered,Medium,http://bushikori.org.au/,296816.0,283343.0,Children - aged 6 to under 15; Families; Overseas communities or charities; Youth - 15 to under 25,19 Jan 2022,1.0,4.0,03/12/2012,01/01/1994
1542,68323215483,https://www.acnc.gov.au/charity/charities/6389c3d4-39af-e811-a960-000d3ad24282/profile,The Trustee For The Ernest And Josephine Heller Charitable Trust Fund,Unavailable,Unavailable,Registered,Medium,,982642.0,377289.0,Other charities; People at risk of homelessness/ people experiencing homelessness; People with chronic illness (including terminal illness); Youth - 15 to under 25,30 Jan 2022,0.0,4.0,03/12/2012,01/01/1998
1543,93652757443,https://www.acnc.gov.au/charity/charities/51e9a9b4-39af-e811-a960-000d3ad24282/profile,Geological Society Of Australia Inc,Hornsby,NSW,Registered,Medium,http://www.gsa.org.au/,680564.0,710824.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Environment; Females; Males; People in rural/regional/remote communities; Youth - 15 to under 25,24 May 2022,0.0,9.0,03/12/2012,01/01/1969
1544,81762701206,https://www.acnc.gov.au/charity/charities/a9e7a9b4-39af-e811-a960-000d3ad24282/profile,Yass Aged Care Trust,Unavailable,Unavailable,Registered,Medium,http://yacf.org.au/,308739.0,293340.0,Adults - aged 65 and over; People in rural/regional/remote communities; People with disabilities,4 Nov 2021,0.0,15.0,03/12/2012,01/10/2005
1545,44737312885,https://www.acnc.gov.au/charity/charities/38d647e7-39af-e811-a960-000d3ad24282/profile,UCA - Hope,Maroubra,NSW,Registered,Medium,http://www.hopeuniting.org.au/,0.0,0.0,General community in Australia,24 Jan 2022,1.0,7.0,01/04/2013,01/04/2013
1546,47244847699,https://www.acnc.gov.au/charity/charities/1fd047e7-39af-e811-a960-000d3ad24282/profile,Canberra Grammar School Foundation Scholarship Fund,Red Hill,ACT,Registered,Medium,http://www.cgsfoundation.org.au/,883131.0,400000.0,Aboriginal and Torres Strait Islander people; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Financially disadvantaged people; Youth - 15 to under 25,1 Jun 2022,0.0,9.0,03/12/2012,17/03/2008
1547,69552813093,https://www.acnc.gov.au/charity/charities/f6329fed-39af-e811-a960-000d3ad24282/profile,Broome Surf Life Saving Club Incorporated,Cable Beach,WA,Registered,Medium,http://www.broomeslsc.net.au/,775359.0,238081.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; Males; People in rural/regional/remote communities; People with disabilities; Youth - 15 to under 25,23 Apr 2022,0.0,6.0,03/12/2012,
